player,tenure_start,tenure_complete,tenure_finish,experience,year_min,year_max,allstar_games,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,pos_summary
Greg Goossen,S,-,-,4,1965,1968,0,99,259,238,9,48,10,0,2,16,0,0,16,63,.202,.264,.269,.532,57,23
Terrance Gore,-,-,F,1,2022,2022,0,10,8,7,1,1,0,0,0,0,3,0,0,3,.143,.143,.143,.286,-17,-O
Tom Gorman,-,-,-,4,1982,1985,0,98,16,13,0,1,0,0,0,0,0,1,0,6,.077,.077,.077,.154,-57,1
Jim Gosger,-,-,F,3,1969,1974,0,74,155,140,12,27,4,0,0,11,0,1,13,24,.193,.260,.221,.481,36,O
Rúben Gotay,-,-,-,1,2007,2007,0,98,211,190,25,56,12,0,4,24,3,3,16,42,.295,.351,.421,.772,101,4-6-5
Trevor Gott,-,-,F,1,2023,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Mauro Gozzo,-,-,F,2,1993,1994,0,33,18,16,1,4,1,0,0,1,0,0,1,3,.250,.294,.313,.607,60,1
Bill Graham,-,-,F,1,1967,1967,0,5,8,8,0,1,0,0,0,1,0,0,0,2,.125,.125,.125,.250,-27,-1
Wayne Graham,-,-,F,1,1964,1964,0,20,33,33,1,3,1,0,0,0,0,0,0,5,.091,.091,.121,.212,-40,-5
Curtis Granderson,-,-,-,4,2014,2017,0,573,2364,2026,317,484,106,12,95,247,27,12,297,512,.239,.341,.444,.784,116,+O
Danny Graves,-,-,-,1,2005,2005,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Andy Green,-,-,F,1,2009,2009,0,4,5,4,0,1,0,0,0,0,0,0,1,1,.250,.400,.250,.650,79,-4-5
Dallas Green,-,-,-,1,1966,1966,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Pumpsie Green,-,-,F,1,1963,1963,0,17,66,54,8,15,1,2,1,5,0,2,12,13,.278,.409,.426,.835,142,-5
Sean Green,-,-,-,2,2009,2010,0,85,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,1
Shawn Green,-,-,F,2,2006,2007,0,164,617,559,76,159,39,1,14,61,11,1,45,80,.284,.346,.433,.779,102,O-3
Charlie Greene,S,-,-,1,1996,1996,0,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-2
Kenny Greer,S,-,-,1,1993,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Tom Grieve,-,-,-,1,1978,1978,0,54,110,101,5,21,3,0,2,8,0,1,9,23,.208,.273,.297,.570,63,-O-3
Jeremy Griffiths,S,-,-,1,2003,2003,0,7,11,9,0,0,0,0,0,0,0,0,1,3,.000,.100,.000,.100,-70,-1
Jerry Grote,-,-,-,12,1966,1977,2,1235,4335,3881,314,994,143,18,35,357,14,20,363,509,.256,.321,.329,.650,85,+2-5-O
Joe Grzenda,-,-,-,1,1967,1967,0,11,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Robert Gsellman,S,-,-,6,2016,2021,0,166,72,57,3,6,0,0,0,4,0,0,8,29,.105,.224,.105,.329,-6,1
Lee Guetterman,-,-,-,1,1992,1992,0,43,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,1
Luis Guillorme,S,-,-,6,2018,2023,0,334,823,721,76,188,33,2,5,48,4,2,91,131,.261,.344,.333,.677,92,456-1
Eric Gunderson,-,-,-,2,1994,1995,0,44,1,0,1,0,0,0,0,0,0,0,0,0,,1.000,,,,1
Mark Guthrie,-,-,-,1,2002,2002,0,65,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,1
Ricky Gutiérrez,-,-,-,1,2004,2004,0,24,70,63,2,11,2,0,0,5,0,0,6,8,.175,.257,.206,.463,24,-4-5
Jake Hager,S,-,-,1,2021,2021,0,5,8,8,1,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-31,-O
Sam Haggerty,S,-,-,1,2019,2019,0,11,4,4,2,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,-4-O
Don Hahn,-,-,-,4,1971,1974,0,318,902,800,72,189,29,2,7,61,6,4,84,121,.236,.308,.304,.611,73,O
Scott Hairston,-,-,-,2,2011,2012,0,213,543,509,72,130,33,4,27,81,9,3,30,117,.255,.300,.495,.795,117,O-4
Tom Hall,-,-,-,2,1975,1976,0,40,6,5,2,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,128,1
Shane Halter,-,-,-,1,1999,1999,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-O-6
Billy Hamilton,-,-,-,1,2020,2020,0,17,25,22,4,1,0,0,0,1,3,1,1,3,.045,.083,.045,.129,-63,-O
Darryl Hamilton,-,-,F,3,1999,2001,0,150,460,399,54,113,19,3,7,32,7,4,52,58,.283,.368,.398,.766,99,O
Jack Hamilton,-,-,-,2,1966,1967,0,74,45,43,4,6,0,0,1,4,0,0,1,14,.140,.159,.209,.368,3,1
Justin Hampson,-,-,F,1,2012,2012,0,13,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Ike Hampton,S,-,-,1,1974,1974,0,4,5,4,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,-100,-2
Mike Hampton,-,-,-,1,2000,2000,0,34,84,73,7,20,0,0,0,8,0,1,5,20,.274,.313,.274,.586,53,1
Tim Hamulack,S,-,-,1,2005,2005,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Brad Hand,-,-,-,1,2021,2021,0,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Todd Haney,-,-,F,1,1998,1998,0,3,4,3,0,0,0,0,0,0,0,0,1,0,.000,.250,.000,.250,-26,-4-O
Eric Hanhold,S,-,-,1,2018,2018,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Aaron Harang,-,-,-,1,2013,2013,0,4,7,7,1,2,0,0,0,0,0,0,0,3,.286,.286,.286,.571,64,-1
Jason Hardtke,S,-,-,2,1996,1997,0,49,122,113,12,26,7,0,2,14,1,1,6,18,.230,.279,.345,.624,66,4-5
Shawn Hare,-,-,-,1,1994,1994,0,22,44,40,7,9,1,1,0,2,0,0,4,11,.225,.295,.300,.595,57,-O
Tim Harkness,-,-,F,2,1963,1964,0,162,548,492,46,112,14,4,12,54,5,4,45,97,.228,.301,.346,.647,86,3
Pete Harnisch,-,-,-,3,1995,1997,0,56,113,96,3,8,1,0,0,1,0,0,2,27,.083,.101,.094,.195,-47,1
Bud Harrelson,S,-,-,13,1965,1977,2,1322,5083,4390,490,1029,123,45,6,242,115,51,573,595,.234,.324,.287,.611,75,+6
Greg Harris,S,-,-,1,1981,1981,0,17,22,22,1,4,1,0,0,0,0,0,0,13,.182,.182,.227,.409,17,-1
Lenny Harris,-,-,-,3,1998,2001,0,261,484,441,52,111,18,4,9,39,16,5,34,38,.252,.305,.372,.677,77,O5-3-4
Willie Harris,-,-,-,1,2011,2011,0,126,283,240,36,59,11,0,2,23,5,4,36,62,.246,.351,.317,.668,89,O-4-5
Donnie Hart,-,-,F,1,2019,2019,0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Geoff Hartlieb,-,-,-,1,2021,2021,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Greg Harts,S,C,F,1,1973,1973,0,3,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,181,
Grant Hartwig,S,C,F,2,2023,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Matt Harvey,S,-,-,6,2012,2018,1,105,219,204,7,25,7,0,1,13,0,0,2,88,.123,.131,.172,.303,-17,1
Andy Hassler,-,-,-,1,1979,1979,0,29,23,22,0,0,0,0,0,0,0,0,1,17,.000,.043,.000,.043,-87,-1
Tom Hausman,-,-,-,5,1978,1982,0,125,68,63,1,7,1,0,0,2,0,0,2,18,.111,.138,.127,.265,-24,1
LaTroy Hawkins,-,-,-,1,2013,2013,0,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Ed Hearn,S,-,-,1,1986,1986,0,49,151,136,16,36,5,0,4,10,0,1,12,19,.265,.322,.390,.712,98,2
Richie Hebner,-,-,-,1,1979,1979,0,136,550,473,54,127,25,2,10,79,3,1,59,59,.268,.354,.393,.747,109,5-3
Adeiny Hechavarría,-,-,-,1,2019,2019,0,60,151,142,20,29,7,0,5,18,3,1,8,33,.204,.252,.359,.611,62,-4-6-5
Danny Heep,-,-,-,4,1983,1986,0,395,1054,918,116,241,46,4,21,108,9,10,113,120,.263,.340,.390,.730,105,O-3
Jeremy Hefner,S,C,F,2,2012,2013,0,48,65,52,1,2,0,0,1,2,0,0,1,32,.038,.074,.096,.170,-52,1
Jack Heidemann,-,-,-,2,1975,1976,0,66,179,157,12,32,4,2,1,16,1,0,17,28,.204,.277,.274,.551,57,6-5-4
Aaron Heilman,S,-,-,6,2003,2008,0,293,51,44,1,1,0,0,0,1,0,0,2,23,.023,.065,.023,.088,-75,+1
Bob Heise,S,-,-,3,1967,1969,0,26,103,95,11,28,5,0,0,4,0,1,7,4,.295,.343,.347,.691,101,-4-6-5
Heath Hembree,-,-,-,1,2021,2021,0,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Jim Henderson,-,-,F,1,2016,2016,0,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Ken Henderson,-,-,-,1,1978,1978,0,7,26,22,2,5,2,0,1,4,0,1,4,4,.227,.346,.455,.801,127,-O
Rickey Henderson HOF,-,-,-,2,1999,2000,0,152,650,534,106,159,31,0,12,44,42,16,107,102,.298,.416,.423,.839,117,O
Steve Henderson,S,-,-,4,1977,1980,0,497,2029,1800,267,516,79,31,35,227,55,27,203,336,.287,.360,.423,.783,120,+O
Bob Hendley,-,-,F,1,1967,1967,0,15,24,18,1,2,0,0,0,1,0,0,2,15,.111,.200,.111,.311,-7,-1
Sean Henn,-,-,F,1,2013,2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Phil Hennigan,-,-,F,1,1973,1973,0,30,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,87,1
Doug Henry,-,-,-,2,1995,1996,0,109,7,6,1,1,0,0,0,0,0,0,0,0,.167,.167,.167,.333,-10,1
Bill Hepler,S,C,F,1,1966,1966,0,37,15,14,0,3,0,0,0,0,0,0,0,7,.214,.214,.214,.429,22,1
Ron Herbel,-,-,-,1,1970,1970,0,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Félix Heredia,-,-,F,1,2005,2005,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Guillermo Heredia,-,-,-,1,2020,2020,0,7,18,17,4,4,0,0,2,3,0,0,1,5,.235,.278,.588,.866,130,-O
Anderson Hernández,S,-,-,4,2005,2009,0,81,238,222,20,46,7,3,3,17,2,3,15,39,.207,.256,.306,.563,49,6-4
Keith Hernandez,-,-,-,7,1983,1989,3,880,3684,3164,455,939,159,10,80,468,17,17,471,459,.297,.387,.429,.816,129,+3
Liván Hernández,-,-,-,1,2009,2009,0,22,49,40,0,5,0,0,0,0,0,0,1,4,.125,.146,.125,.271,-26,-1
Luis Hernández,-,-,-,1,2010,2010,0,17,47,44,4,11,1,0,2,6,1,0,2,7,.250,.298,.409,.707,91,-4-6-5
Manny Hernández,-,-,F,1,1989,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Orlando Hernández,-,-,F,2,2006,2007,0,45,94,83,5,13,2,1,0,5,3,0,0,28,.157,.157,.205,.361,-7,1
Roberto Hernández,-,-,-,2,2005,2006,0,86,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Tom Herr,-,-,-,2,1990,1991,0,97,306,255,26,55,12,0,2,24,7,2,46,32,.216,.333,.286,.620,76,4-O
Danny Herrera,-,-,F,1,2011,2011,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Dilson Herrera,S,-,-,2,2014,2015,0,49,169,149,13,32,3,2,6,17,2,0,18,40,.215,.308,.383,.690,93,4
Rick Herrscher,S,C,F,1,1962,1962,0,35,55,50,5,11,3,0,1,6,0,0,5,11,.220,.291,.340,.631,69,-3-5-O-6
Orel Hershiser,-,-,-,1,1999,1999,0,31,68,62,3,9,1,0,0,3,1,0,1,18,.145,.154,.161,.315,-19,1
Mike Hessman,-,-,F,1,2010,2010,0,32,65,55,6,7,2,1,1,6,0,0,8,23,.127,.262,.255,.516,42,-5-3
Jim Hickman,S,-,-,5,1962,1966,0,624,2021,1824,202,439,78,9,60,210,9,12,167,416,.241,.306,.392,.698,96,+O53
Joe Hicks,-,-,F,1,1963,1963,0,56,169,159,16,36,6,1,5,22,0,2,7,31,.226,.272,.371,.643,84,O
Richard Hidalgo,-,-,-,1,2004,2004,0,86,359,324,46,74,11,1,21,52,3,2,27,76,.228,.296,.463,.759,94,O
Joe Hietpas,S,C,F,1,2004,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-2
Trevor Hildenberger,-,-,F,1,2021,2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Rich Hill,-,-,-,1,2021,2021,0,13,22,20,0,2,0,0,0,0,0,0,0,8,.100,.100,.100,.200,-45,-1
Chuck Hiller,-,-,-,3,1965,1967,0,233,635,594,49,144,22,3,7,38,1,1,31,57,.242,.286,.325,.611,74,4-5-O
Dave Hillman,-,-,F,1,1962,1962,0,13,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Eric Hillman,S,C,F,3,1992,1994,0,49,78,65,2,8,1,0,0,0,0,0,0,25,.123,.136,.138,.275,-25,1
Brett Hinchliffe,-,-,F,1,2001,2001,0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Jerry Hinsley,S,C,F,2,1964,1967,0,11,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Gil Hodges HOF,-,-,F,2,1962,1963,0,65,167,149,17,37,1,0,9,20,0,0,18,29,.248,.329,.436,.766,106,3
Ron Hodges,S,C,F,12,1973,1984,0,666,1683,1426,119,342,56,2,19,147,10,13,224,217,.240,.342,.322,.663,88,+2
Colin Holderman,S,-,-,1,2022,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Scott Holman,S,C,F,3,1980,1983,0,43,35,32,2,7,0,0,0,3,0,0,0,12,.219,.219,.219,.438,23,1
Jay Hook,-,-,F,3,1962,1964,0,85,129,110,10,23,1,0,0,6,0,0,10,38,.209,.273,.218,.491,37,1
Adrian Houser,-,-,F,1,2024,2024,0,0,0,,,,,,,,,,,,,,,,,-1
Wayne Housie,-,-,F,1,1993,1993,0,18,17,16,2,3,1,0,0,1,0,0,1,1,.188,.235,.250,.485,32,-O
Mike Howard,S,C,F,3,1981,1983,0,48,81,66,9,12,1,0,1,7,4,0,10,14,.182,.291,.242,.534,53,O-4
Pat Howell,S,C,F,1,1992,1992,0,31,79,75,9,14,1,0,0,1,4,2,2,15,.187,.218,.200,.418,20,-O
Chin-lung Hu,-,-,F,1,2011,2011,0,22,23,20,2,1,0,0,0,1,1,0,1,11,.050,.091,.050,.141,-59,-4-6
John Hudek,-,-,-,1,1998,1998,0,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Jesse Hudson,S,C,F,1,1969,1969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Joe Hudson,-,-,F,1,2024,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-2
Jared Hughes,-,-,F,1,2020,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Keith Hughes,-,-,-,1,1990,1990,0,8,9,9,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,-O
Philip Humber,S,-,-,2,2006,2007,0,5,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,-1
Todd Hundley,S,-,-,9,1990,1998,2,829,2904,2549,340,612,118,7,124,397,11,9,299,624,.240,.323,.438,.761,104,+2O
Ron Hunt,S,-,-,4,1963,1966,2,459,1887,1683,207,474,78,13,20,127,21,23,124,133,.282,.344,.379,.723,107,+4-5-6
Tommy Hunter,-,-,F,3,2021,2023,0,7,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,454,1
Willard Hunter,-,-,F,2,1962,1964,0,68,16,14,1,4,0,0,0,0,0,0,0,7,.286,.286,.286,.571,55,1
Clint Hurdle,-,-,F,3,1983,1987,0,59,135,118,11,23,6,0,3,9,0,1,15,31,.195,.291,.322,.613,72,-2-O-5-3
Jonathan Hurst,-,-,F,1,1994,1994,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Butch Huskey,S,-,-,5,1993,1998,0,414,1498,1385,157,366,62,4,55,214,17,13,89,256,.264,.306,.434,.740,95,O35
Ryota Igarashi,S,-,-,2,2010,2011,0,77,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Jose Iglesias,-,-,F,1,2024,2024,0,42,124,115,18,39,9,1,3,17,2,1,6,13,.339,.387,.513,.900,157,-4-5-6
Ender Inciarte,-,-,F,1,2022,2022,0,11,8,8,1,1,0,0,0,0,0,0,0,0,.125,.125,.125,.250,-28,-O
Jeff Innis,S,C,F,7,1987,1993,0,288,12,9,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,1
Kazuhisa Ishii,-,-,F,1,2005,2005,0,18,30,25,1,5,0,0,0,2,0,0,1,12,.200,.231,.200,.431,16,-1
Jason Isringhausen,S,-,-,5,1995,2011,0,108,113,97,10,19,4,0,2,11,0,0,5,33,.196,.238,.299,.537,43,1
Al Jackson,-,-,-,6,1962,1969,0,235,342,313,26,46,9,1,1,14,0,1,7,108,.147,.165,.192,.356,1,1
Austin Jackson,-,-,F,1,2018,2018,0,57,210,198,17,49,9,1,3,19,1,2,12,74,.247,.290,.348,.639,79,O
Darrin Jackson,-,-,-,1,1993,1993,0,31,91,87,4,17,1,0,1,7,0,0,2,22,.195,.211,.241,.452,22,-O
Roy Lee Jackson,S,-,-,4,1977,1980,0,42,27,26,2,6,0,1,0,0,0,1,0,5,.231,.231,.308,.538,51,1
Mike Jacobs,S,-,-,2,2005,2010,0,37,140,124,20,36,8,0,12,25,0,0,13,29,.290,.360,.645,1.005,162,3
Jason Jacome,S,-,-,2,1994,1995,0,13,25,23,0,1,0,0,0,1,0,0,0,15,.043,.043,.043,.087,-77,-1
Travis Jankowski,-,-,-,1,2022,2022,0,43,63,54,11,9,0,0,0,2,3,0,8,9,.167,.286,.167,.452,35,O
Tyler Jay,S,-,-,1,2024,2024,0,0,0,,,,,,,,,,,,,,,,,-1
Gregg Jefferies,S,-,-,5,1987,1991,0,465,1881,1713,246,472,96,9,42,205,63,14,140,134,.276,.332,.416,.748,111,+45
Stan Jefferson,S,-,-,1,1986,1986,0,14,27,24,6,5,1,0,1,3,0,0,2,8,.208,.296,.375,.671,86,-O
Chris Jelic,S,C,F,1,1990,1990,0,4,11,11,2,1,0,0,1,1,0,0,0,3,.091,.091,.364,.455,19,-O
Ben Johnson,-,-,F,1,2007,2007,0,9,30,27,2,5,1,0,0,1,0,0,2,11,.185,.233,.222,.456,20,-O
Bob Johnson,-,-,-,1,1967,1967,0,90,246,230,26,80,8,3,5,27,1,1,12,29,.348,.377,.474,.851,145,4-3-6-5
Bob Johnson,S,-,-,1,1969,1969,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Howard Johnson,-,-,-,9,1985,1993,2,1154,4591,3968,627,997,214,18,192,629,202,63,556,827,.251,.341,.459,.801,124,+56O
Kelly Johnson,-,-,F,2,2015,2016,0,131,339,311,35,81,14,0,14,37,4,0,25,78,.260,.319,.441,.759,106,4-5-O-3-6
Lance Johnson,-,-,-,2,1996,1997,1,232,1023,947,160,309,41,27,10,93,65,22,66,61,.326,.369,.458,.827,121,O
Mark Johnson,-,-,F,3,2000,2002,0,134,224,191,24,41,10,1,8,33,0,2,30,58,.215,.318,.403,.722,89,3-O
Rob Johnson,-,-,-,1,2012,2012,0,17,58,52,3,13,2,0,0,4,0,0,4,10,.250,.298,.288,.587,65,-2-1
Barry Jones,-,-,-,1,1992,1992,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Bobby Jones,S,-,-,8,1993,2000,1,186,426,352,22,46,6,0,1,14,0,0,12,135,.131,.162,.156,.318,-15,1
Bobby Jones,-,-,-,2,2000,2002,0,20,4,2,0,1,0,0,0,0,0,0,1,1,.500,.667,.500,1.167,207,-1
Chris Jones,-,-,-,2,1995,1996,0,168,364,331,55,87,13,2,12,49,3,1,25,87,.263,.318,.423,.741,98,O-3
Cleon Jones,S,-,-,12,1963,1975,1,1201,4683,4223,563,1188,182,33,93,521,91,48,355,697,.281,.340,.406,.746,111,+O3
Randy Jones,-,-,F,2,1981,1982,0,41,50,44,1,6,0,0,0,0,0,0,3,19,.136,.191,.136,.328,-5,1
Ross Jones,S,-,-,1,1984,1984,0,17,13,10,2,1,1,0,0,1,0,0,3,4,.100,.308,.200,.508,47,-6-4-5
Sherman Jones,-,-,F,1,1962,1962,0,8,7,7,0,3,0,0,0,1,0,0,0,2,.429,.429,.429,.857,131,-1
Ricardo Jordan,-,-,-,1,1997,1997,0,21,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Mike Jorgensen,S,-,-,7,1968,1983,0,492,914,800,103,187,30,4,21,90,9,8,102,158,.234,.322,.360,.682,93,3O
Jorge Julio,-,-,-,1,2006,2006,0,18,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Ariel Jurado,-,-,F,1,2020,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Kevin Kaczmarski,S,C,F,1,2018,2018,0,4,5,4,0,0,0,0,0,0,0,1,1,1,.000,.200,.000,.200,-37,-O
Jeff Kaiser,-,-,F,1,1993,1993,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Rod Kanehl,S,C,F,3,1962,1964,0,340,843,796,103,192,23,3,6,47,17,10,35,80,.241,.277,.300,.577,61,4O5-3-6
Takashi Kashiwada,S,C,F,1,1997,1997,0,32,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,1
Anthony Kay,-,-,F,1,2023,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Ty Kelly,S,-,F,3,2016,2018,0,49,84,70,10,15,1,1,1,7,0,0,12,12,.214,.321,.300,.621,72,-5-O-4-3
Jeff Kent,-,-,-,5,1992,1996,0,498,1992,1831,244,510,98,10,67,267,12,16,110,346,.279,.327,.453,.780,107,+45-6
Jeff Keppinger,S,-,-,1,2004,2004,0,33,123,116,9,33,2,0,3,9,2,1,6,7,.284,.317,.379,.696,81,4
Franklyn Kilome,S,C,F,1,2020,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Dave Kingman,-,-,-,6,1975,1983,1,664,2573,2323,302,509,70,6,154,389,29,12,211,672,.219,.287,.453,.741,108,+3O-5
Mike Kinkade,S,-,-,3,1998,2000,0,33,55,50,5,9,2,1,2,6,1,0,3,10,.180,.255,.380,.635,60,-O-5-3-2
Wayne Kirby,-,-,F,1,1998,1998,0,26,33,31,5,6,0,1,0,0,1,1,1,9,.194,.219,.258,.477,26,-O
Bobby Klaus,-,-,F,2,1964,1965,0,175,573,497,55,106,20,3,4,23,4,10,70,79,.213,.312,.290,.601,75,456
Jay Kleven,S,C,F,1,1976,1976,0,2,5,5,0,1,0,0,0,2,0,0,0,1,.200,.200,.200,.400,18,-2
Lou Klimchock,-,-,-,1,1966,1966,0,5,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,
Brandon Knight,-,-,F,1,2008,2008,0,4,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,-1
Ray Knight,-,-,-,3,1984,1986,0,254,932,850,86,230,40,2,18,118,3,2,60,108,.271,.319,.386,.705,97,5-3-4
Kevin Kobel,-,-,F,3,1978,1980,0,76,87,73,4,13,2,0,0,4,0,0,1,26,.178,.189,.205,.395,11,1
Adam Kolarek,-,-,F,1,2023,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Gary Kolb,-,-,-,1,1965,1965,0,40,94,90,8,15,2,0,1,7,3,0,3,28,.167,.191,.222,.414,19,-O-3-5
Satoru Komiyama,S,C,F,1,2002,2002,0,22,3,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,49,-1
Dae-Sung Koo,S,C,F,1,2005,2005,0,33,2,2,1,1,1,0,0,0,0,0,0,1,.500,.500,1.000,1.500,286,1
Cal Koonce,-,-,-,4,1967,1970,0,121,48,45,2,6,0,0,0,1,0,0,2,20,.133,.170,.133,.304,-11,1
Jerry Koosman,S,-,-,12,1967,1978,2,376,926,807,33,98,12,1,2,39,1,0,31,386,.121,.156,.146,.302,-14,+1
Ed Kranepool,S,C,F,18,1962,1979,1,1853,5997,5436,536,1418,225,25,118,614,15,27,454,581,.261,.316,.377,.693,98,+3O
Gary Kroll,-,-,-,2,1964,1965,0,40,32,29,3,4,1,0,0,0,0,0,0,10,.138,.138,.172,.310,-11,1
Eddie Kunz,S,C,F,1,2008,2008,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Clem Labine,-,-,F,1,1962,1962,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Aaron Laffey,-,-,-,1,2013,2013,0,3,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,-1
Juan Lagares,S,-,-,8,2013,2020,0,718,2119,1960,227,498,97,19,25,179,44,17,106,437,.254,.297,.361,.659,83,+O
Jack Lamabe,-,-,-,1,1967,1967,0,16,6,5,0,0,0,0,0,0,0,0,1,3,.000,.167,.000,.167,-48,-1
David Lamb,-,-,-,1,2000,2000,0,7,6,5,1,1,0,0,0,0,0,0,1,1,.200,.333,.200,.533,42,-5-4-6
Hobie Landrith,-,-,-,1,1962,1962,0,23,54,45,6,13,3,0,1,7,0,0,8,3,.289,.389,.422,.811,118,-2
Ced Landrum,-,-,F,1,1993,1993,0,22,20,19,2,5,1,0,0,1,0,0,0,5,.263,.263,.316,.579,56,-O
John Lannan,-,-,F,1,2014,2014,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
Frank Lary,-,-,-,2,1964,1965,0,27,41,36,4,6,0,0,0,1,0,0,4,9,.167,.250,.167,.417,23,-1
Bill Latham,S,-,-,1,1985,1985,0,7,5,3,1,1,0,0,0,1,0,0,1,0,.333,.500,.333,.833,140,-1
Brian Lawrence,-,-,F,1,2007,2007,0,6,12,12,1,3,0,0,0,3,0,0,0,4,.250,.250,.250,.500,32,-1
Matt Lawton,-,-,-,1,2001,2001,0,48,213,183,24,45,11,1,3,13,10,2,22,34,.246,.352,.366,.718,91,O
Terry Leach,S,-,-,7,1981,1989,0,176,83,72,4,7,2,0,0,3,0,0,5,39,.097,.156,.125,.281,-20,1
Tim Leary,S,-,-,3,1981,1984,0,23,17,14,2,4,0,0,1,1,1,0,0,3,.286,.286,.500,.786,118,-1
Jack Leathersich,S,-,-,1,2015,2015,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,-1
